customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default
377525,23,Bas,6,3,29,12.9,0.59,3.15,0.57,0
377533,25,Bas,5,3,29,2.7,0.16,0.62,0.12,0
377604,42,SupCom,14,6,55,9.1,1.49,3.51,0.26,0
377692,35,SupCom,0,8,144,3.2,1.52,3.09,0.05,1
377707,35,Posg,2,9,41,10.5,0.49,3.81,0.36,1
377783,38,Bas,11,10,33,10.5,1.59,1.88,0.42,0
377794,56,Bas,30,10,144,8.1,6.4,5.26,0.14,0
377845,48,SupInc,13,10,153,2.3,1.77,1.75,0.04,0
377846,28,SupInc,6,5,30,20.5,1.29,4.86,0.89,0
377864,25,SupCom,1,1,75,11.1,2.65,5.68,0.26,1
377901,43,Bas,6,10,54,2.3,0.72,0.52,0.07,0
377927,20,SupInc,0,1,22,10,0.88,1.32,0.55,0
377983,34,SupCom,2,5,55,12.7,4.78,2.21,0.36,1
377990,25,SupInc,3,3,36,10.2,0.52,3.15,0.39,1
377997,34,Med,13,6,50,16.6,6.76,1.54,0.5,0
378045,23,Med,1,1,29,16.7,2.51,2.33,0.74,1
378074,27,SupInc,1,3,47,4.3,0.9,1.12,0.13,0
378163,24,Bas,0,1,28,1.5,0.2,0.22,0.07,0
378173,20,SupInc,0,1,17,10.5,0.3,1.49,0.72,0
378213,56,Bas,20,20,81,12.1,1.25,8.55,0.27,0
378246,37,SupCom,9,7,72,24.7,2.1,15.69,0.59,1
378262,48,Posg,20,15,162,6.2,0.66,9.38,0.1,0
378264,28,Med,2,2,24,3.7,0.34,0.55,0.19,1
378283,37,Bas,11,11,63,21.6,4.19,9.42,0.56,0
378329,34,SupInc,3,4,47,7,1.32,1.97,0.22,0
378373,26,SupInc,0,2,43,9.8,0.94,3.28,0.33,1
378442,28,Posg,0,3,33,7.8,0.83,1.74,0.31,0
378454,28,SupInc,3,4,75,4.3,0.48,2.75,0.1,0
380007,22,SupCom,0,0,27,6,0.61,1.01,0.28,1
380031,38,SupInc,9,13,94,21.6,7,13.3,0.45,1
380045,20,Med,0,1,19,5.9,0.07,1.05,0.37,1
380087,36,SupCom,11,3,42,2.8,0.67,0.5,0.09,0
380110,26,SupCom,1,4,89,2.3,0.93,1.12,0.05,1
380113,33,SupCom,7,7,185,8.5,3.88,11.84,0.13,0
380131,25,Med,2,3,24,6.8,1.01,0.63,0.35,0
380145,22,SupCom,0,1,56,2.8,0.41,1.16,0.08,0
380151,25,Med,2,3,26,10.3,0.86,1.82,0.5,0
380201,36,Med,4,7,34,16.8,1.16,4.55,0.66,1
380223,30,Posg,2,6,21,10.4,1.16,1.03,0.6,1
380229,21,SupInc,0,1,39,18.5,5.21,2.01,0.66,1
380247,33,Med,8,7,35,7.3,0.61,1.94,0.28,0
380259,25,Bas,9,4,29,11.4,1.17,2.14,0.51,0
380300,70,SupCom,30,22,493,9.9,22.94,25.87,0.12,1
380348,56,SupCom,22,9,57,2,0.49,0.65,0.06,0
380355,33,Bas,3,5,34,2.9,0.19,0.8,0.11,1
380366,27,SupInc,0,4,28,4.7,0.39,0.93,0.22,0
380433,18,Med,0,0,15,1.1,0.03,0.13,0.08,0
380446,30,SupCom,4,6,28,6.8,1.15,0.75,0.31,0
380455,43,SupCom,18,14,89,3.6,0.49,2.71,0.08,0
380466,27,SupCom,3,4,20,11,0.31,1.89,0.66,1
380494,32,SupInc,3,7,79,6.1,1.4,3.42,0.14,1
380534,30,Med,5,5,39,13.8,0.55,4.83,0.49,0
380538,36,Med,16,8,50,3.5,0.75,1,0.11,0
380585,32,Bas,5,9,35,5.8,0.58,1.45,0.22,0
380588,52,SupInc,17,12,125,0.5,0.4,0.22,0.01,0
380601,35,SupInc,7,10,29,7.1,1.59,0.47,0.32,0
380607,34,SupInc,12,6,46,5.7,0.83,1.79,0.18,0
380660,19,Med,0,0,20,7,0.19,1.21,0.42,0
380677,26,Med,1,3,48,11.2,0.16,5.21,0.35,1
380681,25,SupCom,0,1,52,4.9,0.67,1.88,0.14,1
380772,75,Bas,32,23,78,4.4,0.69,2.74,0.1,0
380864,24,Med,5,1,28,19.1,1.52,3.82,0.87,1
380873,43,Med,3,9,53,9.8,1.51,3.69,0.28,1
380879,33,SupInc,8,7,37,3.9,0.56,0.89,0.14,0
380900,61,SupInc,20,17,38,3.2,0.35,0.87,0.12,0
380906,23,Med,1,2,26,12.8,0.55,2.78,0.62,0
380923,32,SupCom,6,2,31,14.2,1.36,3.04,0.6,0
380997,25,Med,2,3,21,14.4,0.99,2.04,0.83,1
381027,42,Posg,2,9,147,17.7,5.05,20.97,0.3,1
381047,23,SupCom,0,1,30,12.2,2.25,1.41,0.53,1
381056,25,SupInc,1,3,27,12.7,0.03,3.39,0.6,1
381121,22,SupCom,0,2,50,1.2,0.21,0.39,0.04,0
381164,19,Med,0,0,16,6.6,0,1.05,0.48,0
381168,35,SupCom,4,6,18,4.8,0.32,0.55,0.32,0
381175,58,Med,9,13,51,4.4,0.64,1.6,0.13,0
381210,38,SupCom,12,9,37,13.2,3.24,1.65,0.49,1
381252,43,SupInc,16,6,102,2.5,0.58,1.97,0.05,0
381261,34,Med,14,4,59,6.5,2.3,1.54,0.18,0
381274,28,Med,7,3,88,10.6,2.21,7.12,0.23,0
381281,23,SupInc,0,2,36,24.2,5.88,2.83,0.91,1
381288,30,Bas,6,4,20,8.4,0.91,0.77,0.5,1
381320,21,SupInc,0,1,19,20.7,1.31,2.63,1.3,1
381329,37,SupCom,0,9,50,1.3,0.21,0.44,0.04,0
381355,34,SupInc,7,8,30,14.2,0.93,3.33,0.62,0
381365,29,Med,4,3,48,10.8,2.96,2.22,0.33,0
381378,20,SupInc,0,0,39,15,1.42,4.43,0.53,0
381393,61,Bas,26,13,78,5,0.2,3.7,0.11,0
381405,19,Med,0,0,22,1.8,0.1,0.29,0.1,0
381421,71,Bas,7,19,26,7.6,0.37,1.61,0.37,0
381426,33,SupCom,5,7,321,2.5,4.36,3.67,0.03,1
381434,22,SupCom,0,1,59,3.1,0.62,1.21,0.08,0
381445,30,SupInc,4,5,28,8.2,0.4,1.9,0.38,0
381449,22,SupCom,0,1,32,3.8,0.71,0.5,0.16,0
381489,20,Bas,0,1,20,17.6,0.15,3.37,1.06,1
381535,19,Med,0,0,19,3.3,0.1,0.52,0.21,1
381568,28,Bas,2,3,24,1,0.11,0.13,0.05,0
381583,18,Med,0,0,14,5.5,0.46,0.31,0.45,0
381596,56,Med,9,7,41,12.5,1.79,3.33,0.43,0
381632,32,SupInc,6,7,50,9.8,3.09,1.81,0.29,0
381643,29,Med,0,5,21,12.4,0.38,2.22,0.71,1
381669,46,Bas,0,9,25,3,0.43,0.32,0.15,0
381690,39,Bas,22,13,48,6.8,1.01,2.26,0.21,0
381763,28,SupCom,4,3,30,13.8,0.68,3.46,0.6,0
381765,37,Bas,17,8,76,12.6,4.18,5.39,0.29,0
381780,39,SupCom,4,13,47,9.7,1.67,2.89,0.3,1
381799,27,Med,2,4,30,2.7,0.34,0.47,0.12,1
381851,25,Med,4,3,21,10,1,1.1,0.58,0
381896,49,Med,14,11,94,6.9,3.79,2.7,0.14,0
381918,24,Med,5,1,60,11.2,0.23,6.49,0.3,0
381929,24,SupCom,0,2,45,5.5,0.59,1.89,0.18,1
381933,30,SupCom,6,5,58,8.6,2.38,2.6,0.23,0
381947,22,Bas,1,0,24,19.9,1.16,3.62,1.03,1
381959,47,Bas,17,11,47,18.9,3.77,5.12,0.59,0
381983,32,SupInc,5,8,52,5.9,1.35,1.72,0.17,0
382000,41,Med,17,9,68,9.6,3.06,3.47,0.24,0
382001,18,Med,0,0,18,10,1.12,0.68,0.66,1
382011,37,Bas,11,5,34,13.6,2.98,1.65,0.54,0
382012,35,Bas,5,5,40,10.5,0.91,3.29,0.37,1
382038,36,Posg,3,9,69,8.3,1.45,4.27,0.2,0
382039,44,SupInc,7,10,115,14.4,1.08,15.48,0.27,1
382073,19,Med,0,0,25,9.3,1.17,1.15,0.46,1
382086,24,SupCom,0,2,64,4.4,0.81,2.01,0.11,0
382127,18,Med,0,0,22,10.5,0.3,2.01,0.58,1
382157,20,SupInc,0,0,13,999999,0,,0,0
382168,38,SupCom,4,8,61,2.7,0.91,0.73,0.07,0
382202,24,Bas,6,1,21,4.5,0.18,0.76,0.26,0
382229,61,Med,33,26,126,12.4,8.47,7.16,0.22,0
382231,18,Med,0,0,22,38.8,3.64,4.9,2.15,0
450002,51,Posg,22,14,75,7.7,2.05,3.72,0.18,0
450068,33,SupInc,5,6,38,18.3,1.74,5.22,0.66,0
450181,34,SupInc,0,7,49,5,0.18,2.27,0.15,0
450204,33,SupCom,6,3,25,13.7,1.18,2.25,0.69,0
450251,27,SupCom,1,3,32,15.4,2.15,2.77,0.64,1
450252,37,SupCom,3,4,28,18.1,1,4.06,0.83,0
450310,34,Bas,12,6,59,9.2,2,3.43,0.25,0
450317,23,Med,2,2,35,5.8,0.46,1.57,0.22,0
450383,29,SupInc,5,6,37,4.3,0.53,1.06,0.16,0
450387,25,Bas,1,4,19,2.6,0.13,0.36,0.16,0
450400,21,Bas,4,1,44,6.4,0.99,1.83,0.21,1
450406,26,Bas,6,2,24,11.5,0.91,1.85,0.59,0
450446,37,Med,4,2,32,3.2,0.14,0.88,0.13,0
450448,26,Posg,0,4,19,4.4,0.05,0.78,0.28,1
450450,35,SupInc,11,8,59,1.4,0.13,0.7,0.04,0
450455,22,SupInc,0,1,29,19.7,1.68,4.03,0.88,1
450465,30,Med,4,2,26,9.3,0.27,2.15,0.45,0
450485,62,Med,24,17,199,4.7,3.4,5.95,0.07,0
450501,43,Bas,17,10,104,14.2,3.57,11.19,0.28,0
450563,45,Bas,12,9,57,1,0.34,0.23,0.03,0
450580,21,SupInc,0,1,23,6.8,0.69,0.87,0.36,1
450614,27,Bas,3,3,37,13.9,3.04,2.1,0.51,1
450772,73,Med,2,16,39,19.4,2.12,5.45,0.69,1
450776,35,SupCom,2,6,56,11.1,1.39,4.83,0.31,1
450846,38,Bas,14,8,37,4.4,0.39,1.23,0.16,0
450942,26,Med,5,2,22,3.3,0.1,0.63,0.18,0
451028,29,SupCom,4,6,58,18.2,1.62,8.94,0.5,1
451034,42,SupCom,10,10,76,6.1,0.32,4.32,0.14,0
451036,37,Med,3,8,38,12.3,1.37,3.3,0.45,0
451046,62,SupCom,26,12,87,16.2,4.82,9.27,0.35,0
451050,23,Bas,1,2,19,7.2,0.71,0.66,0.45,0
451067,64,Med,44,18,397,19.2,35.52,40.7,0.24,1
451118,45,SupCom,16,5,219,1,0.96,1.23,0.01,0
451123,23,SupInc,1,2,22,14.2,1.56,1.56,0.79,1
451156,19,Med,0,0,20,8.1,0.36,1.26,0.49,0
451171,34,Posg,8,7,526,2.6,5.47,8.21,0.03,0
451181,20,SupInc,0,0,58,2.8,0.46,1.17,0.08,0
451185,18,Med,0,0,29,7.5,0.86,1.32,0.33,1
451218,37,Med,2,7,38,2.1,0.07,0.73,0.08,0
451226,43,SupInc,21,14,101,9.7,4.76,5.04,0.19,1
451251,42,Bas,8,12,43,1.3,0.15,0.41,0.04,0
451377,23,Med,2,1,24,1.6,0.05,0.34,0.08,0
451400,19,Med,0,0,22,6.8,0.41,1.08,0.38,1
451408,26,Bas,1,3,15,6.7,0.2,0.8,0.51,0
451409,40,SupInc,4,14,54,4.6,1.19,1.29,0.13,0
451468,43,Med,10,9,92,14.7,3.85,9.67,0.31,1
451517,28,SupCom,3,5,35,5.2,0.78,1.04,0.2,0
451518,24,Med,0,2,36,8.5,1.47,1.59,0.32,1
451525,22,Med,1,1,14,11.7,0.37,1.27,0.95,1
451559,27,Med,1,4,25,0.6,0.03,0.12,0.03,0
451783,33,SupInc,11,4,61,14.9,4.24,4.84,0.39,1
451824,64,Bas,40,18,198,6.9,8.1,5.56,0.1,0
451852,63,SupCom,22,27,129,4.9,0.8,5.52,0.09,0
451876,31,Posg,5,3,61,2,0.37,0.85,0.05,0
451894,21,SupInc,0,1,26,6.9,0.18,1.61,0.33,1
451919,20,SupInc,0,0,24,9.4,0.6,1.66,0.49,0
452007,20,SupInc,0,0,18,5.3,0.3,0.65,0.35,0
452055,21,Med,2,1,33,6.4,0.84,1.27,0.26,1
452063,23,Med,1,0,30,21.5,1.63,4.82,0.93,1
452088,46,SupInc,13,10,32,11,1.19,2.33,0.45,0
452116,29,SupCom,1,4,50,12.1,0.47,5.58,0.36,0
452132,59,Med,32,19,533,0.8,1.86,2.4,0.01,0
452141,21,Bas,1,1,23,16.5,1.17,2.62,0.88,1
452173,54,SupInc,6,9,70,9.5,2.28,4.37,0.23,0
452225,18,Med,0,0,37,2.5,0.57,0.36,0.09,1
452318,41,Med,9,8,77,7.5,3.11,2.67,0.17,0
452333,19,Med,0,0,36,5.8,0.78,1.31,0.22,1
452341,41,Bas,15,9,54,6.9,1.54,2.18,0.2,0
452389,30,SupCom,6,5,51,6.2,1.07,2.09,0.18,0
452427,23,SupInc,0,1,27,14.6,1.16,2.78,0.69,0
452433,37,SupInc,0,9,35,10.8,1.27,2.51,0.42,0
452436,33,SupInc,6,6,77,6.2,0.65,4.12,0.14,1
452445,34,Posg,5,10,186,11.3,7.46,13.56,0.17,1
452452,25,SupCom,0,3,30,4.9,0.2,1.27,0.21,0
452558,21,Bas,4,1,19,6.5,0.29,0.94,0.41,0
452646,62,Med,33,6,322,2.8,7.04,1.97,0.04,0
452735,52,Med,6,9,55,2.9,0.93,0.66,0.08,0
452767,53,Posg,7,16,80,12,3.65,5.95,0.27,0
452770,36,Posg,7,9,124,1.4,0.38,1.35,0.03,0
452878,34,SupCom,8,4,49,7.5,0.49,3.19,0.23,0
452912,29,SupInc,6,3,28,4.9,0.57,0.8,0.22,1
453027,20,Med,0,0,46,12.1,0.95,4.61,0.38,1
453082,20,SupInc,0,0,13,17.8,0.81,1.5,1.55,0
453106,18,Med,0,0,26,7.3,0.64,1.26,0.35,0
453108,20,SupInc,0,0,21,9.3,0.35,1.6,0.54,1
453122,19,Med,0,0,34,19.3,2.2,4.36,0.76,1
453134,30,Med,1,3,39,1,0.14,0.25,0.04,0
453255,34,Med,10,6,59,18.6,3.56,7.42,0.5,1
453374,41,Bas,15,12,55,12.2,4.13,2.58,0.34,0
453376,20,Bas,3,0,24,16.3,1.31,2.61,0.84,1
453379,30,SupInc,8,2,28,15.8,1.53,2.9,0.72,0
453388,25,Posg,0,1,130,5.8,1.24,6.3,0.1,1
453405,18,Med,0,0,23,10,1.12,1.18,0.53,0
453434,27,SupInc,0,3,63,1,0.32,0.32,0.03,0
453461,31,Med,3,6,24,12.9,0.74,2.36,0.67,1
453471,34,SupInc,8,4,83,11,1.85,7.28,0.24,0
453578,37,Med,10,8,43,3.6,0.81,0.74,0.12,0
453686,25,Posg,0,3,16,3.2,0.29,0.22,0.23,0
453698,34,Bas,10,8,41,14.5,1.19,4.75,0.5,0
453777,27,Bas,2,2,24,5.8,0.56,0.84,0.3,0
